kda,dmg_to_champions,gold_diff_15,exp_diff_15,kill_participation,objective_damage,vision_score,gold_diff_end,exp_diff_end,role,win_loss
0.89,9198,-992,-13,61.5,502,56,-2137,-2343,5,0
5.33,18231,1648,1427,39,5792,26,2364,4053,1,1
18,19175,-204,582,43.9,45097,18,1830,3513,2,1
4.25,25788,-28,-317,41.5,18881,20,3247,3714,3,1
13.5,35699,2406,1658,65.9,16331,18,7357,5506,4,1
8,9901,992,13,58.5,4050,62,2137,2343,5,1
0.2,13304,-423,-191,5,1660,8,-3930,-4589,1,0
1,14472,-2793,-876,45,17395,22,-6298,-6604,2,0
0.78,20975,1348,329,35,965,22,246,-1885,3,0
0.91,13377,-1115,-1422,50,681,14,-5497,-5794,4,0
0.67,8307,-248,-186,40,2352,62,-1911,-2766,5,0
13,25192,423,191,28.3,9259,8,3930,4589,1,1
29,28904,2793,876,63,29768,39,6298,6604,2,1
6,15476,-1348,-329,39.1,7940,25,-246,1885,3,1
9,26222,1115,1422,58.7,29123,19,5497,5794,4,1
1.58,19105,248,186,41.3,779,71,1911,2766,5,1
1,7680,992,844,10,2975,3,1226,747,1,1
4,7395,1308,607,26.7,19340,11,1684,1195,2,1
6.5,16843,2599,3823,43.3,3117,5,3453,4491,3,1
5,12989,1908,1061,50,3557,9,2408,1869,4,1
5.33,7648,700,660,53.3,1086,21,925,908,5,1
1,18796,-992,-844,23.1,0,10,-1226,-747,1,0
1.75,6549,-1308,-607,53.8,1950,6,-1684,-1195,2,0
0.3,10322,-2599,-3823,23.1,0,5,-3453,-4491,3,0
0.71,7925,-1908,-1061,38.5,1466,0,-2408,-1869,4,0
1.33,5797,-700,-660,61.5,0,23,-925,-908,5,0
1.3,54803,-267,108,34.2,10574,35,-2797,-8328,1,0
2.44,33024,-593,611,57.9,32674,41,-2815,-3496,2,0
1.17,23593,-752,276,36.8,10226,23,-2880,-9494,3,0
2.4,70643,1843,1173,63.2,12464,14,-1951,68,4,0
1.77,36168,619,-280,60.5,8802,140,-2063,-2388,5,0
31,37941,267,-108,57.4,23746,42,2797,8328,1,1
5.33,37902,593,-611,59.3,53791,69,2815,3496,2,1
4,59464,752,-276,51.9,21133,53,2880,9494,3,1
2.73,63713,-1843,-1173,55.6,38909,50,1951,-68,4,1
2.69,34784,-619,280,64.8,27706,65,2063,2388,5,1
6.33,28847,2394,1599,47.5,30875,18,6051,4921,1,1
8,11784,640,747,40,50239,14,2071,3558,2,1
6.75,36839,1540,1598,67.5,10147,25,5031,4740,3,1
3.5,12463,453,452,35,20759,16,1865,2237,4,1
6.67,14709,-632,673,50,8399,19,-594,3368,5,1
0.75,18455,-2394,-1599,37.5,446,10,-6051,-4921,1,0
1,8845,-640,-747,43.8,3138,15,-2071,-3558,2,0
0.56,12893,-1540,-1598,31.2,4004,17,-5031,-4740,3,0
1.14,14340,-453,-452,50,4066,16,-1865,-2237,4,0
1.22,22347,632,-673,68.8,2060,45,594,-3368,5,0
0.58,13111,-2852,-1757,50,413,5,-4594,-4821,1,0
1.29,6708,-920,-1452,64.3,11166,10,-1528,-2233,2,0
0.75,11423,-912,177,21.4,2298,9,-1757,-1619,3,0
1,12972,-268,467,50,1765,2,-2074,-242,4,0
0.6,11833,-1007,-815,42.9,1547,37,-1682,-2277,5,0
12,14521,2852,1757,30,29001,11,4594,4821,1,1
2.8,9100,920,1452,35,16225,14,1528,2233,2,1
8.67,17736,912,-177,65,1218,16,1757,1619,3,1
5.25,16871,268,-467,52.5,4171,12,2074,242,4,1
25,14506,1007,815,62.5,2552,42,1682,2277,5,1
1.15,45850,-2527,-1420,35.7,11635,29,-5180,-2800,1,0
0.86,37651,-840,-1604,28.6,66232,29,-2879,-9461,2,0
2.75,58156,-118,-7,52.4,2301,30,-5814,-7573,3,0
2.27,87488,2046,1109,59.5,11403,38,1445,-1595,4,0
5.6,20925,1124,307,66.7,7873,109,-577,-3785,5,0
3.38,41254,2527,1420,52.9,22905,21,5180,2800,1,1
6.67,22744,840,1604,78.4,24364,50,2879,9461,2,1
4,86069,118,7,70.6,23265,46,5814,7573,3,1
2.08,58431,-2046,-1109,49,54405,10,-1445,1595,4,1
4.57,30708,-1124,-307,62.7,4658,122,577,3785,5,1
0.89,25639,-1070,-701,34.8,500,11,-4005,-4049,1,0
2.5,26359,-1333,-1134,43.5,0,12,-3272,-2879,2,0
0.38,20645,-2521,-3051,21.7,2670,17,-2810,-4435,3,0
2.17,27772,2104,1493,56.5,2702,19,2893,-826,4,0
3.75,11562,1034,2483,65.2,122,27,292,-62,5,0
4.75,25629,1070,701,52.8,12661,16,4005,4049,1,1
3.2,18498,1333,1134,44.4,43162,10,3272,2879,2,1
6.75,49921,2521,3051,75,33120,21,2810,4435,3,1
1.33,10443,-2104,-1493,22.2,4100,11,-2893,826,4,1
4.75,10218,-1034,-2483,52.8,6996,61,-292,62,5,1
1.86,39508,1105,1001,44.8,6470,14,-251,-4568,1,0
1.4,41947,-1139,-386,48.3,5915,24,-4020,-3948,2,0
1.8,27686,-2472,-2418,62.1,7042,8,-6881,-3007,3,0
1.91,48973,3110,1181,72.4,4402,19,1403,-3947,4,0
2.43,34718,793,-1761,58.6,1255,87,208,-2486,5,0
3,28969,-1105,-1001,40,11010,22,251,4568,1,1
4.67,44419,1139,386,62.2,51424,17,4020,3948,2,1
4.5,42238,2472,2418,60,16067,30,6881,3007,3,1
2.38,24668,-3110,-1181,42.2,45340,26,-1403,3947,4,1
11,7935,-793,1761,73.3,2729,74,-208,2486,5,1
0.43,13978,-687,-401,37.5,1253,6,-2922,-2652,1,0
1,6408,-2132,-1003,37.5,811,25,-4347,-3269,2,0
2,8851,316,801,50,0,4,-77,-655,3,0
0.67,5419,-1138,-68,25,592,10,-1242,-34,4,0
0.8,3885,-917,-447,50,0,25,-1560,-1461,5,0
2,14114,687,401,30,7604,8,2922,2652,1,1
12,9238,2132,1003,60,30789,13,4347,3269,2,1
7,8866,-316,-801,35,430,7,77,655,3,1
2.33,8023,1138,68,35,6736,4,1242,34,4,1
10,5547,917,447,50,3096,34,1560,1461,5,1
1.2,30856,144,-876,44.4,4648,22,-909,-3490,1,0
2.2,20917,1616,1256,40.7,47904,23,1036,-3124,2,0
1.57,22073,386,335,40.7,4053,23,-4219,-6801,3,0
1.88,20742,-622,-22,55.6,1346,28,-5047,-4331,4,0
1.14,26115,518,-786,59.3,424,125,-1480,-4006,5,0
2.62,44867,-144,876,47.7,32281,23,909,3490,1,1
4.75,26688,-1616,-1256,43.2,36597,42,-1036,3124,2,1
5.33,41953,-386,-335,36.4,23424,16,4219,6801,3,1
5.5,27450,622,22,50,33932,30,5047,4331,4,1
2.62,40068,-518,786,47.7,9684,57,1480,4006,5,1
1.83,31323,-38,406,24.4,10202,21,2653,3695,1,1
3.25,38564,708,756,57.8,70050,25,2490,3741,2,1
2.38,44495,769,1821,42.2,26753,29,-1179,1563,3,1
2.1,49010,-1394,-334,46.7,30146,22,-2051,1459,4,1
1.54,12009,-682,494,44.4,3833,63,-1116,924,5,1
1.11,22337,38,-406,22.2,5962,13,-2653,-3695,1,0
2.36,34745,-708,-756,57.8,16765,27,-2490,-3741,2,0
1.91,37174,-769,-1821,46.7,8538,29,1179,-1563,3,0
5.67,57103,1394,334,75.6,16939,26,2051,-1459,4,0
4.25,13864,682,-494,75.6,1919,72,1116,-924,5,0
0.62,7861,-1652,-670,29.4,5111,14,-2954,-2522,1,0
2.5,12300,-938,-52,58.8,9963,29,-1130,-1140,2,0
0.89,19602,-518,-889,47.1,3647,16,-1549,-1612,3,0
1.62,18053,-489,-672,76.5,2358,14,-1527,-2501,4,0
1.2,7587,-798,-253,70.6,1947,70,-2332,-2352,5,0
4,19253,1652,670,30.8,15339,17,2954,2522,1,1
6.5,17156,938,52,66.7,44369,20,1130,1140,2,1
9,26874,518,889,46.2,13866,41,1549,1612,3,1
5.25,29781,489,672,53.8,17781,26,1527,2501,4,1
6,17284,798,253,61.5,9142,80,2332,2352,5,1
0.88,23040,-1776,-581,28,9423,12,-6651,-3084,1,0
5.67,23994,1198,1344,68,44483,32,4118,3216,2,0
1.55,30680,-1248,53,68,5469,20,235,337,3,0
1.4,30633,-496,-841,56,11281,14,-3239,-3803,4,0
1.9,22578,-1372,-785,76,11612,62,-1479,-2617,5,0
5.8,83001,1776,581,69,30286,28,6651,3084,1,1
1.1,16892,-1198,-1344,26.2,34178,16,-4118,-3216,2,1
5,30779,1248,-53,47.6,13600,18,-235,-337,3,1
24,35755,496,841,57.1,4978,15,3239,3803,4,1
5.67,21654,1372,785,81,3196,79,1479,2617,5,1
0.75,8862,-760,-533,50,3260,11,-2489,-3986,1,0
0.8,5597,-936,-202,33.3,4247,20,-4334,-3654,2,0
0.8,12812,-276,-1061,33.3,5720,10,-1989,-3271,3,0
1.33,11947,-1308,-1220,66.7,284,17,-3688,-1976,4,0
0.89,9512,-548,-496,66.7,0,32,-802,-2172,5,0
6,20458,760,533,36.4,6741,13,2489,3986,1,1
18,20946,936,202,54.5,40399,18,4334,3654,2,1
13,14315,276,1061,39.4,7840,16,1989,3271,3,1
2.17,17316,1308,1220,39.4,17861,11,3688,1976,4,1
10.5,12574,548,496,63.6,8633,38,802,2172,5,1
0.25,6552,-1270,-1197,33.3,2336,4,-1527,-1239,1,0
1,1709,493,877,33.3,9907,10,283,563,2,0
2,6701,-1144,-1324,66.7,356,8,-986,-953,3,0
0,5275,-2668,-933,0,536,6,-2763,-1234,4,0
3,6562,1270,1197,30,9182,5,1527,1239,1,1
1,8271,1144,1324,10,2007,7,986,953,3,1
6,12672,2668,933,60,4305,5,2763,1234,4,1
8,5391,1634,670,80,1091,23,1628,728,5,1
0.69,18835,-1571,-1546,37.5,3870,23,-803,-4239,1,1
2,12508,-2124,-2185,41.7,28278,41,-4263,-2271,2,1
8,38923,1452,1612,66.7,15184,17,1123,1096,3,1
2.75,29350,1100,1038,45.8,17951,29,3695,-268,4,1
1.29,11325,-195,183,37.5,2357,92,-1573,-2968,5,1
2.33,31291,1571,1546,45.2,5152,26,803,4239,1,0
5,18473,2124,2185,48.4,55453,30,4263,2271,2,0
2.4,31779,-1452,-1612,38.7,10030,21,-1123,-1096,3,0
2.8,23090,-1100,-1038,45.2,20923,24,-3695,268,4,0
2.6,12549,195,-183,41.9,4485,95,1573,2968,5,0
14,20542,1129,1604,45.2,22314,8,5861,5972,1,1
4.5,18961,826,-1050,58.1,39991,21,3122,1852,2,1
1.56,26428,376,360,45.2,8093,16,2865,5056,3,1
2,11115,-2195,-847,32.3,13393,22,-5341,74,4,1
5,9450,-42,-112,64.5,1058,59,306,562,5,1
0.62,16917,-1129,-1604,22.7,3803,15,-5861,-5972,1,0
1.2,6900,-826,1050,27.3,15499,17,-3122,-1852,2,0
0.78,23892,-376,-360,31.8,2296,22,-2865,-5056,3,0
7.5,21892,2195,847,68.2,18983,7,5341,-74,4,0
2.29,18076,42,112,72.7,1483,65,-306,-562,5,0
2.67,24988,733,853,27.6,12242,13,1873,4353,1,1
3.67,10398,-668,-1110,37.9,39695,36,1609,1517,2,1
3,13283,-1245,-601,31,7535,11,540,4023,3,1
14,16357,2122,632,48.3,30317,15,3901,2518,4,1
9,24185,1906,3045,62.1,14205,53,3531,4000,5,1
1.33,11933,-733,-853,33.3,8899,16,-1873,-4353,1,0
1,5845,668,1110,33.3,8024,20,-1609,-1517,2,0
0.89,30090,1245,601,66.7,4724,16,-540,-4023,3,0
0.14,5021,-2122,-632,8.3,3271,14,-3901,-2518,4,0
0.33,8954,-1906,-3045,16.7,15242,31,-3531,-4000,5,0
0.75,16922,-898,271,27.3,1189,28,-3295,-3327,1,0
1.83,14033,83,91,50,18830,23,-3732,-4112,2,0
1.2,20019,155,912,27.3,154,15,-4517,-3949,3,0
1.44,21805,1999,231,59.1,3209,14,2134,-3843,4,0
1.6,14976,472,-10,36.4,2252,53,-1351,-1236,5,0
2.14,21344,898,-271,45.5,31765,15,3295,3327,1,1
5.25,25033,-83,-91,63.6,34862,16,3732,4112,2,1
18,21386,-155,-912,54.5,16812,16,4517,3949,3,1
2.71,19588,-1999,-231,57.6,10032,20,-2134,3843,4,1
6.33,5644,-472,10,57.6,5465,92,1351,1236,5,1
1.4,29263,953,618,42.4,8512,18,-2848,-4049,1,0
1.73,53993,1159,585,57.6,48687,13,1274,-4519,2,0
1.88,31871,1192,979,45.5,10679,22,1203,-2658,3,0
1.12,19674,211,898,27.3,9192,15,-8013,-2290,4,0
1.8,10444,479,-693,54.5,1901,78,-853,-3761,5,0
4.38,46132,-953,-618,74.5,20298,15,2848,4049,1,1
5.2,30548,-1159,-585,55.3,36924,31,-1274,4519,2,1
5.33,32136,-1192,-979,68.1,12418,16,-1203,2658,3,1
2.6,48852,-211,-898,55.3,29592,17,8013,2290,4,1
9,10280,-479,693,76.6,2447,85,853,3761,5,1
1,4823,310,454,20,3806,8,406,783,1,0
0.5,3225,-318,59,20,14900,18,-869,-706,2,0
0.2,3585,-1340,-2537,20,165,6,-1784,-3481,3,0
1.5,6110,467,469,60,2510,5,159,-314,4,0
0.25,4976,-76,-224,20,760,16,-242,-666,5,0
2,7400,-310,-454,15.4,3051,9,-406,-783,1,1
5,5525,318,-59,38.5,12387,15,869,706,2,1
10,12254,1340,2537,76.9,2928,16,1784,3481,3,1
2.5,5538,-467,-469,38.5,1260,1,-159,314,4,1
2.5,5428,76,224,38.5,99,17,242,666,5,1
6.67,30314,2545,3075,50,26076,13,7049,4687,1,1
6,25110,649,803,45,37438,12,4963,6601,2,1
3.33,22648,-551,-403,50,8400,11,-1879,-517,3,1
4.4,27019,-3442,-1760,55,30700,8,-1830,2677,4,1
3.5,11315,-583,-728,52.5,8464,38,379,2208,5,1
0.25,9832,-2545,-3075,13,2035,12,-7049,-4687,1,0
0.71,8074,-649,-803,21.7,27765,29,-4963,-6601,2,0
2.67,16090,551,403,34.8,6861,15,1879,517,3,0
1.89,32453,3442,1760,73.9,5912,16,1830,-2677,4,0
1.78,5298,583,728,69.6,670,67,-379,-2208,5,0
0.56,19780,-840,-1151,26.3,10554,15,-2392,-3209,1,0
1.57,14778,1511,1754,57.9,14299,11,-58,-1238,2,0
2.2,17173,337,336,57.9,3832,12,-1199,-563,3,0
0.67,9060,-1424,-1469,21.1,6165,13,-1772,-2673,4,0
0.83,14449,-1114,-1199,26.3,2821,53,-2742,-1729,5,0
1.43,30655,840,1151,30.3,14438,15,2392,3209,1,1
3.33,19073,-1511,-1754,30.3,42828,26,58,1238,2,1
5.67,27125,-337,-336,51.5,6842,14,1199,563,3,1
8,22401,1424,1469,48.5,20709,14,1772,2673,4,1
4.5,21609,1114,1199,54.5,10931,50,2742,1729,5,1
0.5,12974,-1738,-1979,33.3,5963,16,-3176,-4013,1,0
1.67,23430,-1770,-1991,66.7,14640,19,-6872,-7710,2,0
0.38,16882,-2187,17,20,5032,11,-3954,-1176,3,0
0.67,16339,3269,-799,40,3826,20,1895,-3662,4,0
0.64,16065,-1021,-165,46.7,3973,66,-2206,-1687,5,0
3.33,20018,1738,1979,22.7,21819,6,3176,4013,1,1
27,37141,1770,1991,61.4,47795,18,6872,7710,2,1
5.5,28010,2187,-17,50,10673,17,3954,1176,3,1
3.25,9676,-3269,799,29.5,17376,13,-1895,3662,4,1
5.5,7942,1021,165,50,6245,47,2206,1687,5,1
5,9802,961,681,21.7,3206,6,1383,947,1,1
15,10569,2152,770,65.2,18334,14,2474,859,2,1
12,6669,1062,814,52.2,4115,5,964,702,3,1
3.5,8497,1106,39,30.4,2241,13,1136,313,4,1
15,5096,1551,805,65.2,211,18,1700,1125,5,1
0,4130,-961,-681,0,684,4,-1383,-947,1,0
0.33,5290,-2152,-770,66.7,0,9,-2474,-859,2,0
0,5871,-1062,-814,0,2754,11,-964,-702,3,0
0.33,3414,-1106,-39,33.3,914,3,-1136,-313,4,0
0.17,6593,-1551,-805,33.3,406,23,-1700,-1125,5,0
2.4,38937,-1363,-1233,42.9,19772,37,-8655,-9792,1,0
1.15,43273,-986,-189,26.8,74314,43,-3037,412,2,0
2.78,54895,385,131,44.6,5762,40,-834,1933,3,0
4.75,112620,1652,1763,67.9,35695,39,8346,6369,4,0
4.25,76875,-1088,-2053,60.7,7082,167,1950,-421,5,0
1.4,58110,1363,1233,29.2,70607,32,8655,9792,1,1
2.08,58792,986,189,52.1,67954,42,3037,-412,2,1
1.69,82129,-385,-131,45.8,11947,23,834,-1933,3,1
1.45,37248,-1652,-1763,33.3,19608,33,-8346,-6369,4,1
2.3,47992,1088,2053,47.9,4967,160,-1950,421,5,1
2.5,21596,326,854,34.5,22852,18,3024,4921,1,1
3,16135,-149,241,31,36225,27,-2262,-1747,2,1
1.6,31760,-559,-513,55.2,2281,14,191,1297,3,1
5,17390,1011,480,51.7,26702,21,569,2104,4,1
18,12068,15,954,62.1,10447,45,2999,4415,5,1
1.25,19430,-326,-854,47.6,4253,9,-3024,-4921,1,0
1.67,14622,149,-241,47.6,16754,31,2262,1747,2,0
0.71,15384,559,513,23.8,11541,11,-191,-1297,3,0
3.33,25382,-1011,-480,47.6,3418,15,-569,-2104,4,0
2,18108,-15,-954,47.6,4440,53,-2999,-4415,5,0
1.5,4760,0,0,42.9,1622,3,-726,-720,1,1
4,3201,0,0,57.1,0,9,1969,2224,2,1
2,1737,0,0,28.6,288,4,272,297,3,1
2,3158,0,0,28.6,499,3,1105,738,4,1
2,2656,0,0,28.6,550,4,235,-89,5,1
1,4376,0,0,100,3953,4,726,720,1,0
0,2285,0,0,0,0,6,-272,-297,3,0
0,2712,0,0,0,0,3,-1105,-738,4,0
0,1959,0,0,0,0,4,-235,89,5,0
4.67,36032,361,-195,45.2,15588,31,2981,2276,1,1
20,36766,113,725,64.5,68866,39,6163,8347,2,1
0.88,24195,-364,-906,22.6,10283,32,2674,4188,3,1
2.29,40548,-874,-766,51.6,29901,31,1551,2304,4,1
2,16844,-1674,-259,45.2,9603,67,-4595,777,5,1
1,25065,-361,195,20,6242,22,-2981,-2276,1,0
2.14,23298,-113,-725,60,21399,28,-6163,-8347,2,0
2,20264,364,906,48,2369,30,-2674,-4188,3,0
2,27595,874,766,72,13848,26,-1551,-2304,4,0
4.25,19515,1674,259,68,14316,80,4595,-777,5,0
10,26768,1389,525,62.5,7807,16,5564,5079,1,1
6,15924,-866,156,37.5,81518,32,433,2542,2,1
4,25407,1254,1865,25,7120,10,3740,5357,3,1
4.67,26547,324,269,43.8,20107,10,1182,2580,4,1
7,12080,732,1242,43.8,9169,59,3754,4626,5,1
0.44,18125,-1389,-525,36.4,1500,13,-5564,-5079,1,0
1.33,16096,866,-156,72.7,11804,27,-433,-2542,2,0
0.25,14685,-1254,-1865,9.1,2415,14,-3740,-5357,3,0
1.17,11479,-324,-269,63.6,8256,19,-1182,-2580,4,0
0.57,2837,-732,-1242,36.4,255,55,-3754,-4626,5,0
0.75,17292,906,282,30,5219,17,-413,-3188,1,0
0.56,18859,-1087,-1445,50,9894,19,-3136,-5553,2,0
0.57,14349,-2494,-1100,40,2994,9,-7899,-6166,3,0
1.2,15103,321,-1393,60,3547,16,1353,-1851,4,0
1,5179,347,189,50,544,56,-941,-2331,5,0
12,18064,-906,-282,40,10865,20,413,3188,1,1
6,15207,1087,1445,40,25460,21,3136,5553,2,1
19,30249,2494,1100,63.3,9074,9,7899,6166,3,1
19,21926,-321,1393,63.3,33975,16,-1353,1851,4,1
2.67,6227,-347,-189,53.3,4285,69,941,2331,5,1
1.4,12538,1497,1147,28,5861,10,1938,1575,1,1
3.33,7121,2264,717,40,36353,15,3509,2347,2,1
10,10968,2403,1949,40,2650,8,3558,3168,3,1
4.5,13839,77,262,36,1394,7,773,1263,4,1
7,6720,-627,-14,28,468,44,-283,231,5,1
1,14656,-1497,-1147,41.7,949,14,-1938,-1575,1,0
0.75,3847,-2264,-717,25,0,11,-3509,-2347,2,0
0.14,5419,-2403,-1949,8.3,1130,7,-3558,-3168,3,0
0.6,10724,-77,-262,25,1209,6,-773,-1263,4,0
1.25,8221,627,14,41.7,481,27,283,-231,5,0
0.57,13367,-1189,-339,25,895,11,-3172,-3181,1,0
1,9791,1162,1296,31.2,257,13,-131,-1653,2,0
0.2,10781,-1087,-1706,12.5,7206,6,-3672,-2506,3,0
1.17,12085,-893,-1255,43.8,3014,12,-2467,-3667,4,0
0.71,4918,-297,244,31.2,508,46,-1292,-1777,5,0
1.75,17241,1189,339,20,11614,12,3172,3181,1,1
6.33,16207,-1162,-1296,54.3,44831,19,131,1653,2,1
10,30449,1087,1706,57.1,6447,13,3672,2506,3,1
3,17680,893,1255,34.3,26378,11,2467,3667,4,1
5.33,9141,297,-244,45.7,7974,64,1292,1777,5,1
1.14,28231,31,-46,25,4943,21,1554,356,1,1
3.2,21176,341,699,50,50189,44,1600,2799,2,1
2.43,28741,746,-413,53.1,14124,31,-525,-1381,3,1
4.25,21243,1005,1523,53.1,25140,19,782,2921,4,1
4,21256,845,1181,50,12713,74,1154,3088,5,1
1.75,22758,-31,46,25.9,3124,23,-1554,-356,1,0
1.67,25120,-341,-699,55.6,15164,20,-1600,-2799,2,0
1.62,24838,-746,413,48.1,9755,13,525,1381,3,0
1.29,20934,-1005,-1523,33.3,9155,15,-782,-2921,4,0
2.75,13816,-845,-1181,40.7,831,87,-1154,-3088,5,0
1.75,35976,1084,752,24.1,16790,11,1759,1925,1,1
22,20015,-47,-698,75.9,45573,31,3179,3618,2,1
5.25,35978,-743,200,72.4,32419,40,4180,6542,3,1
3.25,26116,-643,-432,44.8,25324,15,-2129,1704,4,1
3.8,7140,-47,8,65.5,7509,114,1899,1371,5,1
0.43,23350,-1084,-752,17.6,9336,26,-1759,-1925,1,0
0.88,9702,47,698,41.2,27631,29,-3179,-3618,2,0
1.17,21043,743,-200,41.2,3410,33,-4180,-6542,3,0
2.75,30054,643,432,64.7,15360,27,2129,-1704,4,0
2.5,4027,47,-8,58.8,4524,83,-1899,-1371,5,0
3.25,12592,-1216,-253,35.1,28819,17,2005,2924,1,1
17,17144,1264,661,45.9,29844,20,3270,5872,2,1
14,30344,277,313,75.7,13975,12,4037,5798,3,1
5.5,25471,1265,958,59.5,28505,17,1197,3799,4,1
1.86,12654,230,594,35.1,2976,79,2585,4312,5,1
0.86,19894,1216,253,35.3,5423,16,-2005,-2924,1,0
1.17,11351,-1264,-661,41.2,11017,23,-3270,-5872,2,0
0.6,21328,-277,-313,35.3,2894,10,-4037,-5798,3,0
1,13084,-1265,-958,47.1,11081,16,-1197,-3799,4,0
1.33,3907,-230,-594,47.1,2337,70,-2585,-4312,5,0
0.55,19555,-3066,-2450,15,25146,20,-9747,-9059,1,0
5,35179,-798,190,62.5,30121,108,-4794,-414,2,0
1.67,24504,-1100,-814,37.5,13355,14,832,1412,3,0
5,35158,2334,1422,50,17254,37,6165,4807,4,0
1.7,30437,501,1051,42.5,417,99,1299,378,5,0
3.8,36536,3066,2450,48.7,17045,17,9747,9059,1,1
4.2,29940,798,-190,53.8,36895,24,4794,414,2,1
1.89,37806,1100,814,43.6,11326,23,-832,-1412,3,1
0.55,9198,-2334,-1422,15.4,3726,21,-6165,-4807,4,1
1.2,19035,-501,-1051,30.8,2684,98,-1299,-378,5,1
5.25,41371,1131,1833,51.2,9700,14,1605,5984,1,1
5,29559,118,436,48.8,48704,22,249,4171,2,1
4,28449,1446,312,48.8,21491,23,2005,936,3,1
2,14388,-1310,239,24.4,17611,13,-611,2161,4,1
2.2,11853,-187,-116,26.8,7836,67,2854,2881,5,1
0.47,35420,-1131,-1833,30.4,9345,4,-1605,-5984,1,0
1.6,25248,-118,-436,34.8,11804,29,-249,-4171,2,0
1,18138,-1446,-312,30.4,324,20,-2005,-936,3,0
1.29,22718,1310,-239,39.1,9680,19,611,-2161,4,0
1,12875,187,116,30.4,2668,41,-2854,-2881,5,0
2.12,35424,561,216,56.7,2602,21,-739,-3800,1,0
1.89,29600,-808,-551,56.7,3321,21,-3496,-6316,2,0
1,23094,-3025,-1783,33.3,13701,24,-4218,-2228,3,0
1.4,17969,-17,-862,23.3,2489,20,-479,-39,4,0
2.14,9687,-558,-36,50,770,72,-2004,-1643,5,0
1,18068,-561,-216,20.5,8811,17,739,3800,1,1
6.67,21480,808,551,51.3,39374,28,3496,6316,2,1
3.5,41786,3025,1783,53.8,31741,18,4218,2228,3,1
2.71,18743,17,862,48.7,11960,8,479,39,4,1
4,20380,558,36,61.5,690,74,2004,1643,5,1
3.4,29606,-339,349,43.6,21429,23,866,74,1,1
3.86,36485,1231,1022,69.2,38246,26,7407,6564,2,1
2,30256,1254,-418,51.3,17798,23,2005,-3989,3,1
2.86,46668,-194,127,51.3,2264,25,-4856,-56,4,1
1.78,28227,-125,124,41,746,106,-296,-1177,5,1
2.86,47046,339,-349,52.6,25380,25,-866,-74,1,0
2.2,24681,-1231,-1022,57.9,23994,55,-7407,-6564,2,0
6,20104,-1254,418,47.4,6157,21,-2005,3989,3,0
3.12,49308,194,-127,65.8,22566,10,4856,56,4,0
1.82,11614,125,-124,52.6,2698,86,296,1177,5,0
7,19370,937,-161,53.8,11326,12,5908,5482,1,1
18,20469,586,890,46.2,59308,19,5294,8955,2,1
4,24846,-24,47,51.3,4800,20,2613,4041,3,1
11.5,15706,-1035,-1186,59,13675,15,1601,2470,4,1
4.25,7398,-313,93,43.6,13900,59,2652,3915,5,1
0.83,23030,-937,161,35.7,3255,17,-5908,-5482,1,0
1.29,22595,-586,-890,64.3,5467,21,-5294,-8955,2,0
1.14,17457,24,-47,57.1,412,16,-2613,-4041,3,0
1,23613,1035,1186,50,1272,19,-1601,-2470,4,0
0.83,11652,313,-93,71.4,128,42,-2652,-3915,5,0
1.57,27937,850,477,39.3,9773,16,-294,-2469,1,0
5,26027,349,596,71.4,24919,18,1708,-4182,2,0
1.38,30860,688,626,39.3,2773,22,66,-1778,3,0
1.6,18655,-1403,-1080,57.1,1777,16,-6873,-4264,4,0
2.25,22630,-31,-223,64.3,1199,84,-784,-1308,5,0
1.5,18636,-850,-477,24.3,6527,21,294,2469,1,1
3.4,26500,-349,-596,45.9,53550,32,-1708,4182,2,1
1.33,24380,-688,-626,21.6,14336,28,-66,1778,3,1
3.83,49614,1403,1080,62.2,18243,18,6873,4264,4,1
5,11343,31,223,67.6,1542,60,784,1308,5,1
5.6,64251,-201,-464,56,23440,27,5453,4957,1,1
5.5,30651,1684,1040,44,42644,33,3146,1029,2,1
2.5,37661,2814,3023,40,8464,19,4321,1979,3,1
2.11,15094,-3002,-1576,38,11888,27,-3426,-20,4,1
1.91,29839,-766,-371,42,17491,127,1230,1038,5,1
0.4,13840,201,464,11.4,20982,28,-5453,-4957,1,0
2.83,19542,-1684,-1040,48.6,33510,37,-3146,-1029,2,0
1.11,32918,-2814,-3023,28.6,11023,25,-4321,-1979,3,0
1.64,41650,3002,1576,65.7,30402,33,3426,20,4,0
1.91,27872,766,371,60,10401,95,-1230,-1038,5,0
0.2,17113,-1214,-2926,22.2,4984,7,-1477,-4903,1,0
0.5,8395,-155,2,11.1,1328,17,-170,-95,2,0
0.22,4282,-2562,-3337,22.2,0,6,-6729,-7805,3,0
2,22673,1303,-724,66.7,869,23,-413,-1641,4,0
2,6672,476,165,66.7,401,47,-185,-58,5,0
5.5,20660,1214,2926,40.7,8538,10,1477,4903,1,1
4,10322,155,-2,29.6,46175,18,170,95,2,1
6,21650,2562,3337,44.4,8455,10,6729,7805,3,1
7,11565,-1303,724,25.9,20408,17,413,1641,4,1
1.33,2466,-476,-165,14.8,4645,50,185,58,5,1
0.2,5778,-1161,-1300,11.1,1486,6,-1155,-915,1,0
1.67,6361,-1431,-281,55.6,8310,13,-1860,-694,2,0
0.6,4790,301,-1088,33.3,535,8,-573,-1826,3,0
3,6112,1093,-510,66.7,126,6,932,-680,4,0
